    0.25982E-01    0.20609E+05
    0.26507E-01    0.20313E+05
    0.27043E-01    0.20009E+05
    0.27589E-01    0.19698E+05
    0.28146E-01    0.19382E+05
    0.28715E-01    0.19062E+05
    0.29295E-01    0.18737E+05
    0.29887E-01    0.18409E+05
    0.30490E-01    0.18077E+05
    0.31106E-01    0.17742E+05
    0.31735E-01    0.17405E+05
    0.32376E-01    0.17065E+05
    0.33030E-01    0.16725E+05
    0.33697E-01    0.16385E+05
    0.34378E-01    0.16048E+05
    0.35072E-01    0.15714E+05
    0.35781E-01    0.15384E+05
    0.36504E-01    0.15060E+05
    0.37241E-01    0.14742E+05
    0.37993E-01    0.14431E+05
    0.38761E-01    0.14129E+05
    0.39544E-01    0.13835E+05
    0.40343E-01    0.13551E+05
    0.41158E-01    0.13276E+05
    0.41989E-01    0.13011E+05
    0.42838E-01    0.12756E+05
    0.43703E-01    0.12512E+05
    0.44586E-01    0.12278E+05
    0.45486E-01    0.12055E+05
    0.46405E-01    0.11842E+05
    0.47343E-01    0.11638E+05
    0.48299E-01    0.11445E+05
    0.49275E-01    0.11261E+05
    0.50270E-01    0.11086E+05
    0.51286E-01    0.10919E+05
    0.52322E-01    0.10760E+05
    0.53379E-01    0.10609E+05
    0.54457E-01    0.10463E+05
    0.55557E-01    0.10322E+05
    0.56680E-01    0.10185E+05
    0.57825E-01    0.10051E+05
    0.58993E-01    0.99161E+04
    0.60184E-01    0.97798E+04
    0.61400E-01    0.96400E+04
    0.62641E-01    0.94949E+04
    0.63906E-01    0.93429E+04
    0.65197E-01    0.91825E+04
    0.66514E-01    0.90126E+04
    0.67858E-01    0.88327E+04
    0.69229E-01    0.86432E+04
    0.70627E-01    0.84445E+04
    0.72054E-01    0.82368E+04
    0.73510E-01    0.80197E+04
    0.74994E-01    0.77931E+04
    0.76509E-01    0.75571E+04
    0.78055E-01    0.73130E+04
    0.79632E-01    0.70627E+04
    0.81241E-01    0.68081E+04
    0.82882E-01    0.65523E+04
    0.84556E-01    0.62988E+04
    0.86264E-01    0.60507E+04
    0.88007E-01    0.58110E+04
    0.89785E-01    0.55824E+04
    0.91598E-01    0.53672E+04
    0.93449E-01    0.51667E+04
    0.95337E-01    0.49820E+04
    0.97263E-01    0.48138E+04
    0.99227E-01    0.46620E+04
    0.10123E+00    0.45265E+04
    0.10328E+00    0.44066E+04
    0.10536E+00    0.43015E+04
    0.10749E+00    0.42095E+04
    0.10966E+00    0.41287E+04
    0.11188E+00    0.40564E+04
    0.11414E+00    0.39888E+04
    0.11644E+00    0.39225E+04
    0.11880E+00    0.38534E+04
    0.12120E+00    0.37786E+04
    0.12365E+00    0.36957E+04
    0.12614E+00    0.36033E+04
    0.12869E+00    0.35004E+04
    0.13129E+00    0.33872E+04
    0.13394E+00    0.32644E+04
    0.13665E+00    0.31339E+04
    0.13941E+00    0.29984E+04
    0.14223E+00    0.28613E+04
    0.14510E+00    0.27262E+04
    0.14803E+00    0.25973E+04
    0.15102E+00    0.24779E+04
    0.15407E+00    0.23709E+04
    0.15718E+00    0.22774E+04
    0.16036E+00    0.21979E+04
    0.16360E+00    0.21313E+04
    0.16690E+00    0.20756E+04
    0.17028E+00    0.20281E+04
    0.17371E+00    0.19851E+04
    0.17722E+00    0.19431E+04
    0.18080E+00    0.18990E+04
    0.18446E+00    0.18498E+04
    0.18818E+00    0.17935E+04
    0.19198E+00    0.17296E+04
    0.19586E+00    0.16593E+04
    0.19982E+00    0.15850E+04
    0.20386E+00    0.15099E+04
    0.20797E+00    0.14372E+04
    0.21218E+00    0.13697E+04
    0.21646E+00    0.13096E+04
    0.22083E+00    0.12585E+04
    0.22530E+00    0.12157E+04
    0.22985E+00    0.11794E+04
    0.23449E+00    0.11471E+04
    0.23923E+00    0.11160E+04
    0.24406E+00    0.10835E+04
    0.24899E+00    0.10478E+04
    0.25402E+00    0.10085E+04
    0.25915E+00    0.96601E+03
    0.26439E+00    0.92232E+03
    0.26973E+00    0.87954E+03
    0.27518E+00    0.83976E+03
    0.28074E+00    0.80440E+03
    0.28641E+00    0.77368E+03
    0.29219E+00    0.74703E+03
    0.29810E+00    0.72258E+03
    0.30412E+00    0.69861E+03
    0.31026E+00    0.67379E+03
    0.31653E+00    0.64751E+03
    0.32292E+00    0.62021E+03
    0.32945E+00    0.59277E+03
    0.33610E+00    0.56659E+03
    0.34289E+00    0.54259E+03
    0.34982E+00    0.52102E+03
    0.35689E+00    0.50151E+03
    0.36409E+00    0.48301E+03
    0.37145E+00    0.46471E+03
    0.37895E+00    0.44611E+03
    0.38661E+00    0.42730E+03
    0.39442E+00    0.40885E+03
    0.40239E+00    0.39130E+03
    0.41052E+00    0.37508E+03
    0.41881E+00    0.36006E+03
    0.42727E+00    0.34567E+03
    0.43590E+00    0.33168E+03
    0.44471E+00    0.31811E+03
    0.45369E+00    0.30497E+03
    0.46286E+00    0.29225E+03
    0.47221E+00    0.27998E+03
    0.48174E+00    0.26815E+03
    0.49148E+00    0.25676E+03
    0.50141E+00    0.24581E+03
    0.51153E+00    0.23529E+03
    0.52187E+00    0.22521E+03
    0.53241E+00    0.21556E+03
    0.54317E+00    0.20632E+03
    0.55414E+00    0.19747E+03
    0.56533E+00    0.18899E+03
    0.57675E+00    0.18087E+03
    0.58840E+00    0.17310E+03
    0.60029E+00    0.16564E+03
    0.61242E+00    0.15849E+03
    0.62479E+00    0.15164E+03
    0.63741E+00    0.14507E+03
    0.65029E+00    0.13877E+03
    0.66342E+00    0.13273E+03
    0.67683E+00    0.12693E+03
    0.69050E+00    0.12137E+03
    0.70445E+00    0.11604E+03
    0.71868E+00    0.11093E+03
    0.73320E+00    0.10604E+03
    0.74801E+00    0.10135E+03
    0.76312E+00    0.96855E+02
    0.77854E+00    0.92552E+02
    0.79426E+00    0.88431E+02
    0.81031E+00    0.84487E+02
    0.82668E+00    0.80712E+02
    0.84338E+00    0.77098E+02
    0.86041E+00    0.73641E+02
    0.87780E+00    0.70333E+02
    0.89553E+00    0.67168E+02
    0.91362E+00    0.64140E+02
    0.93208E+00    0.61243E+02
    0.95091E+00    0.58473E+02
    0.97011E+00    0.55823E+02
    0.98971E+00    0.53288E+02
    0.10097E+01    0.50864E+02
    0.10301E+01    0.48547E+02
    0.10509E+01    0.46331E+02
    0.10721E+01    0.44213E+02
    0.10938E+01    0.42188E+02
    0.11159E+01    0.40252E+02
    0.11384E+01    0.38402E+02
    0.11614E+01    0.36635E+02
    0.11849E+01    0.34946E+02
    0.12088E+01    0.33332E+02
    0.12333E+01    0.31791E+02
    0.12582E+01    0.30319E+02
    0.12836E+01    0.28913E+02
    0.13095E+01    0.27570E+02
    0.13360E+01    0.26288E+02
    0.13630E+01    0.25064E+02
    0.13905E+01    0.23895E+02
    0.14186E+01    0.22778E+02
    0.14472E+01    0.21713E+02
    0.14765E+01    0.20695E+02
    0.15063E+01    0.19724E+02
    0.15367E+01    0.18797E+02
    0.15678E+01    0.17912E+02
    0.15994E+01    0.17067E+02
    0.16318E+01    0.16261E+02
    0.16647E+01    0.15492E+02
    0.16984E+01    0.14758E+02
    0.17327E+01    0.14058E+02
    0.17677E+01    0.13390E+02
    0.18034E+01    0.12754E+02
    0.18398E+01    0.12147E+02
    0.18770E+01    0.11569E+02
    0.19149E+01    0.11018E+02
    0.19536E+01    0.10493E+02
    0.19930E+01    0.99935E+01
